bath,balcony,price,total_sqft_float,bhk,price_per_sqft
2.0,2.0,53.0,1210.0,2,4380.165289256199
3.0,2.0,160.0,1991.0,3,8036.162732295329
2.0,1.0,85.0,1100.0,2,7727.272727272727
3.0,3.0,80.0,1800.0,3,4444.444444444444
3.0,1.0,90.0,600.0,3,15000.0
2.0,2.0,43.0,1007.0,2,4270.109235352532
2.0,2.0,51.5,1272.0,2,4048.7421383647797
2.0,2.0,46.0,1156.0,2,3979.2387543252594
2.0,2.0,48.0,1007.0,2,4766.633565044687
3.0,3.0,80.5,1515.0,3,5313.531353135313
2.0,3.0,56.0,1155.0,2,4848.484848484848
3.0,2.0,90.0,1652.5,3,5446.293494704993
1.0,1.0,35.0,565.0,1,6194.690265486725
3.0,3.0,95.0,1500.0,3,6333.333333333333
2.0,2.0,200.0,1710.0,2,11695.906432748538
2.0,2.0,111.0,1310.0,2,8473.282442748092
3.0,3.0,120.0,1700.0,3,7058.823529411765
2.0,3.0,90.0,1100.0,2,8181.818181818182
3.0,3.0,110.0,1850.0,3,5945.945945945946
3.0,2.0,260.0,1600.0,3,16250.0
2.0,2.0,135.0,971.0,4,13903.192584963954
3.0,1.0,210.0,958.0,5,21920.668058455114
4.0,0.0,200.0,1224.0,8,16339.869281045752
2.0,1.0,75.0,850.0,2,8823.529411764706
2.0,1.0,225.0,1750.0,4,12857.142857142857
3.0,3.0,150.0,1975.0,3,7594.93670886076
1.0,1.0,29.0,605.0,1,4793.388429752066
3.0,3.0,100.0,1650.0,3,6060.606060606061
3.0,3.0,140.0,1730.0,3,8092.485549132948
3.0,1.0,150.0,1600.0,3,9375.0
2.0,2.0,95.0,1250.0,2,7600.0
2.0,1.0,300.0,1495.0,4,20066.889632107024
2.0,1.0,120.0,1280.0,2,9375.0
2.0,2.0,72.0,1073.0,2,6710.158434296365
2.0,2.0,140.0,1200.0,2,11666.666666666666
2.0,3.0,148.0,1010.0,2,14653.465346534653
2.0,2.0,57.0,1230.0,2,4634.1463414634145
2.0,2.0,60.0,1250.0,2,4800.0
3.0,2.0,95.0,1830.0,3,5191.256830601093
4.0,1.0,230.0,1200.0,4,19166.666666666668
4.0,3.0,76.0,600.0,5,12666.666666666666
3.0,2.0,75.0,1643.0,3,4564.820450395618
3.0,0.0,80.0,1600.0,3,5000.0
3.0,3.0,72.0,1600.0,3,4500.0
3.0,2.0,55.0,1740.0,3,3160.919540229885
3.0,1.0,225.0,1855.0,3,12129.380053908355
3.0,2.0,224.0,1980.0,3,11313.131313131313
2.0,1.0,181.0,1541.0,2,11745.619727449708
2.0,2.0,37.0,708.0,2,5225.988700564972
1.0,1.0,40.0,708.0,2,5649.717514124294
3.0,2.0,61.44,1286.0,3,4777.604976671851
1.0,0.0,28.32,708.0,1,4000.0
2.0,1.0,42.0,814.0,2,5159.7051597051595
2.0,1.0,65.0,1163.0,2,5588.993981083405
2.0,1.0,68.0,1286.0,3,5287.713841368584
1.0,1.0,41.0,708.0,1,5790.960451977401
2.0,1.0,43.7,814.0,2,5368.550368550368
2.0,1.0,46.0,920.0,2,5000.0
5.0,2.0,85.0,1200.0,5,7083.333333333333
7.0,3.0,130.0,1500.0,7,8666.666666666666
2.0,1.0,65.0,1295.0,2,5019.305019305019
2.0,1.0,75.0,1520.0,3,4934.210526315789
2.0,3.0,55.0,1300.0,2,4230.7692307692305
3.0,2.0,119.0,1901.0,3,6259.863229879011
2.0,2.0,52.0,1220.0,2,4262.295081967213
2.0,1.0,60.0,1375.0,2,4363.636363636364
3.0,2.0,125.0,1950.0,3,6410.25641025641
2.0,2.0,62.0,1220.0,2,5081.9672131147545
2.0,2.0,49.0,1160.0,2,4224.137931034483
2.0,2.0,126.0,1150.0,2,10956.521739130434
2.0,2.0,125.0,1150.0,2,10869.565217391304
2.0,1.5843757375501535,172.0,1270.0,2,13543.307086614173
3.0,1.0,130.0,1200.0,3,10833.333333333334
2.0,3.0,64.5,1391.0,3,4636.951833213516
2.0,2.0,75.0,1100.0,2,6818.181818181818
2.0,2.0,66.78,1260.0,2,5300.0
2.0,2.0,68.52,1282.0,3,5344.773790951638
2.0,1.0,65.0,1360.0,2,4779.411764705882
2.0,1.0,51.0,1010.0,2,5049.504950495049
2.0,0.0,53.35,1080.0,2,4939.814814814815
2.0,2.0,52.43,1282.0,3,4089.703588143526
2.0,1.0,59.0,1174.0,2,5025.553662691653
1.0,1.0,34.0,658.0,1,5167.173252279636
1.0,0.0,26.91,658.0,1,4089.665653495441
2.0,1.0,52.0,1080.0,2,4814.814814814815
3.0,3.0,79.15,1498.0,3,5283.711615487317
3.0,3.0,77.59,1466.0,3,5292.633015006822
1.0,0.0,39.0,775.0,1,5032.258064516129
2.0,1.0,49.87,1020.0,1,4889.21568627451
2.0,2.0,48.0,1045.0,2,4593.301435406698
3.0,1.0,85.0,1550.0,3,5483.870967741936
2.0,1.0,55.08,1200.0,3,4590.0
2.0,1.0,65.0,1340.0,2,4850.746268656716
2.0,1.0,56.45,1230.0,2,4589.430894308943
1.0,1.0,26.91,658.0,1,4089.665653495441
2.0,1.0,62.0,1290.0,3,4806.201550387597
3.0,3.0,59.96,1466.0,3,4090.0409276944065
2.0,1.0,69.76,1520.0,3,4589.473684210527
2.0,1.0,80.0,1380.0,2,5797.101449275362
2.0,1.0,62.0,1080.0,2,5740.740740740741
3.0,3.0,92.0,1532.0,3,6005.221932114882
5.0,2.0,199.0,1320.0,5,15075.757575757576
3.0,0.0,52.0,1650.0,3,3151.5151515151515
4.0,1.0,52.0,1300.0,7,4000.0
3.0,2.0,110.0,1738.0,3,6329.113924050633
2.0,3.0,80.0,1350.0,2,5925.925925925926
7.0,0.0,85.0,1350.0,8,6296.2962962962965
1.0,1.0,24.0,615.0,1,3902.439024390244
2.0,1.0,58.0,1230.0,2,4715.447154471544
6.0,3.0,180.0,1200.0,6,15000.0
2.0,2.0,32.0,1090.0,2,2935.7798165137615
2.0,1.0,65.0,1200.0,2,5416.666666666667
3.0,2.0,70.0,1460.0,3,4794.520547945205
2.0,2.0,45.0,1090.0,2,4128.440366972477
2.0,2.0,45.0,946.0,2,4756.871035940803
2.0,3.0,60.0,1470.0,3,4081.6326530612246
2.0,1.0,42.0,1057.0,2,3973.5099337748343
2.0,1.0,61.0,1100.0,2,5545.454545454545
2.0,2.0,45.0,1200.0,2,3750.0
2.0,1.0,80.0,600.0,2,13333.333333333334
3.0,3.0,68.0,1410.0,3,4822.695035460993
5.0,3.0,250.0,1222.0,6,20458.265139116203
5.0,1.5843757375501535,185.0,1034.0,6,17891.682785299807
3.0,1.0,97.0,1700.0,3,5705.882352941177
2.0,1.5843757375501535,65.0,1100.0,2,5909.090909090909
2.0,2.0,64.44,1611.0,3,4000.0
2.0,2.0,49.0,1141.0,2,4294.478527607362
2.0,2.0,64.4,1610.0,3,4000.0000000000005
2.0,1.0,53.56,1339.0,2,4000.0
2.0,3.0,62.0,1520.0,2,4078.9473684210525
2.0,1.0,44.0,1125.0,2,3911.1111111111113
2.0,2.0,42.0,1000.0,2,4200.0
2.0,1.0,47.0,1225.0,2,3836.734693877551
3.0,2.0,75.0,1450.0,3,5172.413793103448
2.0,2.0,46.8,1215.0,3,3851.8518518518517
2.0,1.0,55.0,1125.0,2,4888.888888888889
2.0,3.0,36.0,1120.0,2,3214.285714285714
3.0,2.0,56.0,1500.0,3,3733.3333333333335
4.0,1.0,150.0,1018.0,4,14734.774066797643
2.0,2.0,60.0,1300.0,3,4615.384615384615
3.0,2.0,78.0,1650.0,3,4727.272727272727
3.0,2.0,75.0,1600.0,3,4687.5
2.0,1.0,45.0,1015.0,2,4433.4975369458125
2.0,2.0,55.0,1260.0,2,4365.079365079365
2.0,2.0,60.0,1390.0,2,4316.546762589928
3.0,2.0,121.0,1804.0,3,6707.317073170731
2.0,2.0,50.0,1080.0,2,4629.62962962963
3.0,2.0,132.0,1999.0,3,6603.301650825412
2.0,2.0,48.0,1100.0,2,4363.636363636364
3.0,2.0,135.0,1999.0,3,6753.376688344172
2.0,1.0,41.15,1100.0,2,3740.909090909091
2.0,1.0,71.0,1252.0,3,5670.926517571885
2.0,1.0,46.0,1155.0,2,3982.683982683983
2.0,2.0,45.0,1128.0,2,3989.3617021276596
2.0,1.0,46.5,1145.0,2,4061.1353711790393
3.0,2.0,125.0,1829.0,3,6834.3357025697105
2.0,1.0,41.16,1100.0,2,3741.8181818181815
2.0,1.0,46.75,1100.0,2,4250.0
2.0,2.0,50.0,1315.0,2,3802.2813688212927
2.0,1.0,41.18,1100.0,2,3743.6363636363635
2.0,2.0,60.0,1370.0,2,4379.56204379562
2.0,2.0,79.0,1585.0,3,4984.22712933754
2.0,2.0,45.0,1005.0,2,4477.611940298508
2.0,1.5843757375501535,52.0,1264.0,2,4113.9240506329115
2.0,2.0,60.0,1148.0,2,5226.480836236934
2.0,3.0,73.0,1188.0,2,6144.781144781145
2.0,2.0,69.0,1148.0,2,6010.452961672474
3.0,3.0,115.0,1864.0,3,6169.527896995708
2.0,1.5843757375501535,89.5,1950.0,3,4589.74358974359
2.0,2.0,87.0,1458.0,3,5967.078189300411
3.0,2.0,120.0,1864.0,3,6437.768240343347
3.0,3.0,90.0,1975.0,3,4556.962025316456
3.0,2.0,80.0,1690.0,4,4733.7278106508875
1.0,0.0,10.5,640.0,2,1640.625
1.0,1.0,49.0,654.0,1,7492.354740061162
2.0,2.0,37.0,830.0,2,4457.831325301205
2.0,2.0,30.0,800.0,2,3750.0
3.0,2.0,45.33,1290.0,3,3513.953488372093
2.0,2.0,26.0,830.0,2,3132.5301204819275
3.0,2.0,85.0,1500.0,3,5666.666666666667
2.0,1.0,36.0,750.0,2,4800.0
3.0,1.0,74.0,1200.0,3,6166.666666666667
2.0,1.0,33.0,900.0,2,3666.6666666666665
2.0,3.0,70.0,1550.0,3,4516.129032258064
2.0,1.0,65.0,646.0,3,10061.919504643964
2.0,3.0,32.0,1300.0,2,2461.5384615384614
2.0,1.0,90.0,1600.0,2,5625.0
4.0,1.0,70.0,1125.0,3,6222.222222222223
2.0,3.0,39.0,1250.0,2,3120.0
1.0,2.0,27.0,747.0,1,3614.4578313253014
4.0,1.0,85.0,1200.0,4,7083.333333333333
2.0,1.0,40.39,1010.0,2,3999.009900990099
2.0,2.0,54.39,1360.0,3,3999.264705882353
2.0,2.0,58.39,1460.0,3,3999.3150684931506
2.0,2.0,54.4,1360.0,3,4000.0
2.0,2.0,56.99,1425.0,3,3999.2982456140353
2.0,1.0,40.39,1010.0,2,3999.009900990099
2.0,1.0,42.87,1072.0,2,3999.0671641791046
2.0,1.0,40.4,1010.0,2,4000.0
2.0,1.0,41.0,1010.0,2,4059.4059405940593
2.0,1.0,42.87,1072.0,2,3999.0671641791046
2.0,1.0,60.0,1550.0,3,3870.967741935484
2.0,2.0,56.0,1180.0,2,4745.762711864407
3.0,2.0,98.0,1542.0,3,6355.38261997406
2.0,3.0,62.0,1409.0,3,4400.28388928318
2.0,1.0,48.5,1119.0,3,4334.226988382485
2.0,3.0,55.0,1160.0,2,4741.379310344828
3.0,2.0,70.0,1475.0,3,4745.762711864407
2.0,2.0,45.0,1187.0,2,3791.0699241786015
2.0,2.0,80.0,1477.0,3,5416.384563303995
3.0,1.5843757375501535,75.0,780.0,3,9615.384615384615
2.0,1.0,48.0,1025.0,2,4682.926829268293
1.0,2.0,65.01,1512.0,2,4299.603174603175
3.0,3.0,95.0,1768.0,3,5373.303167420814
2.0,1.0,49.0,1092.0,2,4487.179487179487
2.0,1.0,51.0,1194.0,2,4271.356783919598
3.0,3.0,90.0,1410.0,3,6382.978723404255
3.0,2.0,85.0,1419.0,3,5990.133897110642
3.0,3.0,176.0,1760.0,3,10000.0
2.0,2.0,40.0,1280.0,2,3125.0
2.0,1.0,59.0,1148.0,2,5139.3728222996515
2.0,2.0,48.4,1128.0,2,4290.780141843971
2.0,0.0,33.0,970.0,2,3402.061855670103
2.0,1.0,32.0,1050.0,2,3047.6190476190477
2.0,1.0,25.0,850.0,2,2941.176470588235
2.0,2.0,42.0,1030.0,2,4077.669902912621
3.0,2.0,65.0,1549.0,3,4196.255648805681
1.0,1.0,17.0,550.0,1,3090.909090909091
2.0,2.0,33.5,1015.0,2,3300.4926108374384
2.0,2.0,39.0,1104.0,2,3532.608695652174
2.0,1.0,32.0,915.0,2,3497.2677595628415
1.0,1.0,25.5,750.0,1,3400.0
3.0,3.0,62.0,1595.0,3,3887.1473354231975
2.0,1.0,32.0,855.0,2,3742.690058479532
2.0,1.0,50.0,1105.0,2,4524.886877828054
2.0,2.0,30.0,925.0,2,3243.2432432432433
3.0,1.0,45.0,1208.0,3,3725.1655629139073
2.0,2.0,50.0,1100.0,2,4545.454545454545
2.0,1.0,32.9,940.0,2,3500.0
2.0,3.0,44.0,1107.0,2,3974.706413730804
2.0,1.0,40.0,907.0,2,4410.143329658214
1.0,1.0,17.0,550.0,1,3090.909090909091
2.0,2.0,80.0,1400.0,2,5714.285714285715
3.0,3.0,99.0,1717.0,3,5765.87070471753
3.0,2.0,99.0,1594.0,3,6210.790464240903
3.0,2.0,115.0,1893.0,3,6075.0132065504495
2.0,3.0,85.0,1400.0,2,6071.428571428572
2.0,1.0,71.0,1340.0,2,5298.507462686567
2.0,3.0,65.0,1097.0,2,5925.2506836827715
3.0,0.0,75.0,1350.0,3,5555.555555555556
3.0,2.0,88.0,1460.0,3,6027.397260273972
3.0,1.0,39.14,1115.0,3,3510.3139013452915
2.0,2.0,150.0,1875.0,3,8000.0
2.0,1.0,217.0,1206.0,2,17993.366500829186
1.0,0.0,55.0,640.0,1,8593.75
2.0,2.0,85.0,1050.0,2,8095.238095238095
3.0,2.0,150.0,1800.0,3,8333.333333333334
3.0,1.0,135.0,1720.0,3,7848.837209302325
3.0,3.0,165.0,1950.0,3,8461.538461538461
1.0,1.0,70.0,650.0,1,10769.23076923077
1.0,1.0,70.0,780.0,1,8974.358974358975
3.0,0.0,120.0,1740.0,3,6896.551724137931
3.0,2.0,125.0,1695.0,3,7374.6312684365785
2.0,1.0,95.0,1246.0,2,7624.398073836276
2.0,2.0,80.0,1276.0,2,6269.592476489028
2.0,2.0,160.0,900.0,2,17777.777777777777
2.0,2.0,25.53,1033.0,3,2471.4424007744433
3.0,2.0,56.0,1267.0,3,4419.889502762431
2.0,2.0,31.5,1033.0,3,3049.3707647628266
2.0,2.0,43.5,1153.0,2,3772.7666955767563
2.0,1.0,25.4,850.0,2,2988.235294117647
1.0,1.0,19.9,674.0,2,2952.522255192878
2.0,2.0,32.9,999.0,2,3293.293293293293
3.0,1.0,75.0,900.0,3,8333.333333333334
2.0,1.0,100.0,1340.0,3,7462.686567164179
2.0,1.0,200.0,1475.0,3,13559.322033898305
2.0,1.0,70.0,1050.0,2,6666.666666666667
3.0,1.0,150.0,1625.0,3,9230.76923076923
3.0,1.0,180.0,1578.0,3,11406.84410646388
3.0,1.0,105.0,1596.0,3,6578.9473684210525
3.0,0.0,95.0,1596.0,3,5952.380952380952
3.0,1.0,115.0,1570.0,3,7324.84076433121
2.0,1.0,65.0,1500.0,3,4333.333333333333
2.0,1.0,54.0,1200.0,2,4500.0
2.0,2.0,47.0,1340.0,3,3507.4626865671644
2.0,1.0,48.6,1190.0,2,4084.0336134453783
2.0,1.0,51.0,1300.0,3,3923.076923076923
3.0,3.0,95.75,1200.0,3,7979.166666666667
2.0,1.0,67.0,1132.0,2,5918.727915194347
3.0,2.0,93.0,1575.0,3,5904.761904761905
3.0,2.0,139.0,1801.0,3,7717.9344808439755
2.0,2.0,82.0,1285.0,2,6381.322957198444
2.0,1.0,92.5,1330.0,2,6954.887218045113
2.0,1.0,86.98,1330.0,2,6539.849624060151
2.0,1.0,93.36,1330.0,2,7019.548872180451
3.0,3.0,102.0,1500.0,3,6800.0
2.0,1.0,69.0,1280.0,2,5390.625
2.0,1.0,65.0,1125.0,2,5777.777777777777
3.0,3.0,125.0,1734.0,3,7208.76585928489
2.0,2.0,86.0,1343.0,2,6403.574087862993
3.0,1.0,80.0,1709.0,3,4681.100058513751
3.0,2.0,130.0,1860.0,3,6989.247311827957
7.0,1.0,250.0,1800.0,7,13888.888888888889
3.0,0.0,110.0,1650.0,3,6666.666666666667
2.0,1.0,70.0,922.0,2,7592.190889370932
2.0,1.0,70.0,1190.0,2,5882.35294117647
3.0,3.0,95.0,1600.0,3,5937.5
2.0,0.0,75.0,1210.0,2,6198.347107438017
2.0,1.0,60.0,1200.0,2,5000.0
5.0,2.0,139.0,1356.0,5,10250.737463126843
1.0,1.0,23.1,660.0,2,3500.0
2.0,1.0,47.0,1025.0,3,4585.365853658536
2.0,1.0,64.5,1500.0,3,4300.0
2.0,1.0,56.0,1350.0,3,4148.148148148148
1.0,1.0,36.0,770.0,2,4675.324675324675
2.0,1.0,52.0,1070.0,2,4859.813084112149
2.0,1.0,46.0,1025.0,2,4487.804878048781
1.0,1.0,27.0,589.0,1,4584.040747028863
2.0,2.0,42.0,1100.0,2,3818.181818181818
2.0,1.0,40.0,910.0,2,4395.604395604396
3.0,2.0,95.0,1800.0,3,5277.777777777777
1.0,1.0,34.65,630.0,1,5500.0
3.0,2.0,99.0,1599.0,3,6191.369606003753
2.0,2.0,42.0,1094.0,2,3839.1224862888484
2.0,1.0,55.0,1070.0,2,5140.186915887851
2.0,1.0,41.0,940.0,2,4361.702127659574
2.0,1.0,71.0,1360.0,3,5220.588235294118
2.0,2.0,29.0,880.0,2,3295.4545454545455
2.0,0.0,56.93,1265.0,2,4500.395256916996
2.0,2.0,102.0,1691.0,3,6031.933767001774
3.0,2.0,62.0,1620.0,3,3827.1604938271603
2.0,1.0,56.1,1070.0,2,5242.990654205608
2.0,2.0,45.0,890.0,2,5056.179775280899
2.0,0.0,42.0,865.0,2,4855.491329479769
2.0,2.0,42.0,910.0,2,4615.384615384615
2.0,2.0,37.5,975.0,2,3846.153846153846
2.0,1.0,75.0,1360.0,3,5514.705882352941
1.0,1.0,40.0,770.0,2,5194.805194805195
2.0,1.0,54.0,1070.0,2,5046.728971962617
3.0,2.0,89.0,1571.0,3,5665.1814131126675
3.0,1.0,50.0,1111.0,3,4500.450045004501
2.0,1.0,39.5,870.0,2,4540.229885057472
2.0,1.0,34.0,921.0,2,3691.6395222584147
2.0,1.0,72.0,1374.0,3,5240.174672489083
2.0,2.0,45.0,1100.0,2,4090.909090909091
1.0,1.0,34.0,755.0,2,4503.311258278146
2.0,1.0,40.0,1100.0,2,3636.3636363636365
3.0,2.0,91.84,1563.0,3,5875.879718490083
3.0,2.0,70.0,1652.0,3,4237.28813559322
2.0,1.0,54.5,1025.0,2,5317.073170731707
2.0,1.0,46.0,1070.0,2,4299.065420560748
3.0,2.0,58.0,1350.0,3,4296.2962962962965
3.0,2.0,75.0,1700.0,3,4411.764705882353
2.0,1.0,48.0,1400.0,3,3428.5714285714284
1.0,1.0,35.0,700.0,1,5000.0
2.0,1.0,70.5,1360.0,3,5183.823529411765
2.0,1.0,38.0,1150.0,2,3304.3478260869565
2.0,2.0,45.0,1089.0,2,4132.231404958678
2.0,1.0,40.0,1110.0,2,3603.6036036036035
2.0,2.0,55.0,1440.0,3,3819.4444444444443
2.0,2.0,44.0,1156.0,3,3806.2283737024222
2.0,1.0,59.0,1200.0,2,4916.666666666667
3.0,0.0,45.03,1225.0,3,3675.918367346939
2.0,1.0,55.0,1070.0,2,5140.186915887851
2.0,1.0,54.1,1025.0,2,5278.048780487805
2.0,2.0,41.0,1000.0,2,4100.0
2.0,1.0,78.0,1500.0,3,5200.0
2.0,1.0,59.32,1213.0,2,4890.35449299258
3.0,2.0,90.0,1575.0,3,5714.285714285715
2.0,1.0,58.0,1125.0,2,5155.555555555556
2.0,2.0,35.03,1090.0,2,3213.761467889908
2.0,2.0,40.0,919.0,2,4352.557127312296
2.0,1.0,78.25,1500.0,3,5216.666666666667
2.0,2.0,42.0,1156.0,2,3633.2179930795846
2.0,1.0,51.0,1060.0,2,4811.320754716981
3.0,2.0,100.0,1650.0,3,6060.606060606061
2.0,1.0,49.0,1025.0,2,4780.487804878048
2.0,1.0,29.7,1000.0,2,2970.0
3.0,2.0,90.0,1449.0,3,6211.180124223602
2.0,1.0,54.0,1210.0,2,4462.809917355372
2.0,1.0,75.0,1500.0,3,5000.0
2.0,1.0,52.0,1070.0,2,4859.813084112149
2.0,2.0,34.0,919.0,2,3699.6735582154515
2.0,1.0,78.0,1500.0,3,5200.0
2.0,1.0,47.0,1070.0,2,4392.523364485981
2.0,2.0,65.0,1296.0,2,5015.432098765432
2.0,2.0,40.55,1096.0,2,3699.8175182481746
2.0,1.0,39.95,1110.0,2,3599.0990990990995
2.0,1.0,53.9,1025.0,2,5258.536585365854
2.0,1.0,77.5,1500.0,3,5166.666666666667
3.0,2.0,80.0,1631.0,3,4904.9662783568365
2.0,1.0,67.0,1355.0,2,4944.649446494465
2.0,1.0,47.0,1175.0,2,4000.0
2.0,1.0,63.0,1500.0,3,4200.0
2.0,1.0,50.0,1039.0,2,4812.319538017325
1.0,1.0,39.9,770.0,2,5181.818181818182
2.0,2.0,35.0,919.0,2,3808.487486398259
2.0,3.0,38.0,1159.0,3,3278.688524590164
2.0,1.0,53.0,1070.0,2,4953.271028037383
3.0,2.0,83.0,1571.0,3,5283.259070655633
3.0,2.0,66.0,1350.0,3,4888.888888888889
2.0,1.0,39.0,1050.0,3,3714.285714285714
1.0,1.0,28.0,635.0,1,4409.4488188976375
2.0,2.0,39.0,1096.0,2,3558.394160583942
2.0,1.0,38.0,1150.0,2,3304.3478260869565
2.0,1.0,72.9,1355.0,2,5380.073800738008
2.0,2.0,35.0,1150.0,2,3043.478260869565
1.0,1.0,35.0,770.0,2,4545.454545454545
2.0,1.0,40.0,865.0,2,4624.277456647399
2.0,2.0,32.0,800.0,2,4000.0
2.0,2.0,34.0,970.0,2,3505.1546391752577
1.0,1.0,40.5,630.0,1,6428.571428571428
2.0,1.0,41.0,1100.0,2,3727.2727272727275
2.0,1.0,32.0,975.0,2,3282.051282051282
1.0,1.0,22.0,605.0,1,3636.3636363636365
5.0,1.0,78.0,717.0,5,10878.661087866109
2.0,0.0,35.0,1142.0,2,3064.7985989492117
2.0,1.0,48.0,1070.0,2,4485.981308411215
2.0,2.0,42.0,1160.0,3,3620.689655172414
2.0,1.0,70.0,1360.0,3,5147.058823529412
1.0,0.0,28.0,635.0,1,4409.4488188976375
3.0,2.0,190.0,1800.0,4,10555.555555555555
2.0,1.0,40.0,890.0,2,4494.38202247191
2.0,1.0,35.0,825.0,2,4242.424242424242
2.0,2.0,40.5,1200.0,2,3375.0
2.0,1.0,58.0,1360.0,3,4264.705882352941
1.0,1.0,33.7,630.0,1,5349.20634920635
2.0,2.0,42.0,1160.0,3,3620.689655172414
3.0,1.0,55.0,1287.0,3,4273.504273504273
3.0,2.0,700.0,1800.0,4,38888.88888888889
2.0,1.0,50.0,1025.0,2,4878.048780487805
2.0,2.0,33.84,1140.0,2,2968.421052631579
2.0,1.0,55.0,1070.0,2,5140.186915887851
2.0,1.0,72.0,1342.0,2,5365.126676602086
3.0,1.0,70.0,1275.0,3,5490.196078431372
1.0,1.0,38.0,770.0,2,4935.064935064935
2.0,1.0,39.77,1005.0,2,3957.213930348259
2.0,1.0,39.9,1110.0,2,3594.5945945945946
1.0,1.0,23.0,660.0,2,3484.848484848485
3.0,2.0,92.59,1644.0,3,5631.995133819952
2.0,1.0,62.0,1250.0,2,4960.0
2.0,1.0,30.27,1020.0,2,2967.6470588235293
2.0,1.0,55.0,1060.0,2,5188.679245283019
1.0,1.0,40.42,710.0,1,5692.957746478874
2.0,1.0,29.95,1000.0,2,2995.0
3.0,3.0,63.43,1275.0,3,4974.901960784314
3.0,3.0,75.0,1518.0,3,4940.711462450593
2.0,1.0,55.0,1060.0,2,5188.679245283019
2.0,1.0,57.0,1070.0,2,5327.102803738318
3.0,2.0,90.0,1700.0,3,5294.117647058823
2.0,2.0,57.5,1521.0,3,3780.4076265614726
1.0,1.0,35.0,750.0,1,4666.666666666667
2.0,1.0,55.0,1210.0,2,4545.454545454545
2.0,1.0,42.0,1190.0,2,3529.4117647058824
2.0,1.0,38.08,1150.0,2,3311.304347826087
4.0,1.0,125.0,1200.0,4,10416.666666666666
3.0,2.0,97.0,1615.0,3,6006.1919504643965
2.0,1.0,35.0,970.0,2,3608.2474226804125
3.0,1.0,73.0,1500.0,3,4866.666666666667
2.0,1.0,48.0,995.0,2,4824.120603015075
1.0,1.0,29.0,589.0,1,4923.599320882852
2.0,1.0,30.0,825.0,2,3636.3636363636365
3.0,1.0,94.5,1575.0,3,6000.0
2.0,1.0,48.0,1070.0,2,4485.981308411215
2.0,1.0,54.0,1025.0,2,5268.292682926829
2.0,1.0,70.0,1500.0,3,4666.666666666667
2.0,1.0,64.5,1500.0,3,4300.0
2.0,1.0,73.0,1355.0,2,5387.453874538745
2.0,1.0,64.99,1360.0,3,4778.676470588234
2.0,1.0,52.0,1060.0,2,4905.66037735849
3.0,2.0,50.0,1500.0,3,3333.3333333333335
2.0,1.0,39.07,1056.0,2,3699.810606060606
2.0,1.0,30.6,1020.0,2,3000.0
2.0,2.0,45.0,1069.0,2,4209.541627689429
1.0,1.0,28.35,630.0,1,4500.0
2.0,1.0,35.23,1220.0,3,2887.7049180327863
2.0,1.0,28.34,1090.0,2,2600.0
1.0,1.0,40.0,630.0,1,6349.206349206349
2.0,1.0,40.43,1400.0,3,2887.8571428571427
2.0,2.0,59.0,1266.0,2,4660.347551342812
2.0,1.0,28.88,1000.0,2,2888.0
2.0,1.0,38.13,1320.0,3,2888.636363636364
3.0,1.0,35.23,1220.0,3,2887.7049180327863
2.0,1.0,44.0,972.0,2,4526.748971193416
2.0,2.0,40.43,1400.0,3,2887.8571428571427
2.0,1.0,40.6,1003.0,2,4047.8564307078764
2.0,1.0,38.12,1320.0,3,2887.8787878787875
2.0,1.0,62.78,1395.0,3,4500.358422939068
2.0,1.0,33.5,1160.0,2,2887.9310344827586
2.0,1.0,30.75,1065.0,2,2887.323943661972
2.0,2.0,41.58,1400.0,3,2970.0
2.0,1.0,28.88,1000.0,2,2888.0
2.0,2.0,40.43,1400.0,3,2887.8571428571427
2.0,2.0,32.5,900.0,2,3611.1111111111113
2.0,2.0,41.0,1329.0,3,3085.0263355906695
3.0,1.0,35.23,1220.0,3,2887.7049180327863
3.0,2.0,52.47,1418.0,3,3700.2820874471086
2.0,2.0,45.0,1070.0,2,4205.607476635514
2.0,1.0,37.83,1310.0,3,2887.7862595419847
2.0,1.0,33.06,1140.0,2,2900.0
2.0,2.0,40.44,1400.0,3,2888.5714285714284
2.0,1.0,33.5,1160.0,2,2887.9310344827586
2.0,2.0,37.0,1116.0,2,3315.4121863799282
2.0,1.0,29.25,1125.0,2,2600.0
2.0,1.0,28.88,1000.0,2,2888.0
2.0,1.0,28.88,1000.0,2,2888.0
2.0,1.0,28.88,1000.0,2,2888.0
2.0,1.0,30.29,1165.0,2,2600.0
2.0,2.0,48.33,1611.0,3,3000.0
2.0,1.0,30.88,1065.0,2,2899.5305164319248
3.0,1.0,36.6,1220.0,3,3000.0
2.0,1.0,38.13,1320.0,3,2888.636363636364
2.0,2.0,26.0,920.0,2,2826.086956521739
2.0,1.0,33.84,1140.0,2,2968.421052631579
2.0,1.0,32.49,1125.0,2,2888.0
2.0,2.0,37.83,1310.0,3,2887.7862595419847
2.0,1.0,36.21,1220.0,3,2968.032786885246
2.0,1.0,32.92,1140.0,2,2887.719298245614
2.0,2.0,40.0,1116.0,2,3584.2293906810037
3.0,3.0,46.0,1150.0,3,4000.0
2.0,3.0,47.0,1192.0,3,3942.953020134228
3.0,3.0,50.0,1502.0,3,3328.894806924101
2.0,2.0,32.0,1020.0,2,3137.2549019607845
